0,suspicious_char_path,len_path,top_tld,suspicious_word_domain,num_special_char_domain,https_protocol,num_slash,num_dots,url_length,is_threat_threat
,0.0,43.0,0.0,0.0,0.0,0.0,1.0,2.0,43.0,True
,0.0,86.0,0.0,0.0,0.0,0.0,3.0,3.0,86.0,True
,0.0,26.0,0.0,0.0,0.0,0.0,2.0,1.0,165.0,False
,0.0,27.0,0.0,0.0,0.0,0.0,1.0,3.0,27.0,False
,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,True
,0.0,11.0,0.0,0.0,0.0,0.0,3.0,2.0,108.0,True
,0.0,38.0,0.0,0.0,0.0,0.0,2.0,2.0,38.0,True
,0.0,27.0,0.0,0.0,0.0,0.0,1.0,2.0,27.0,False
,0.0,33.0,0.0,0.0,0.0,0.0,1.0,2.0,40.0,True
,0.0,38.0,1.0,0.0,0.0,0.0,4.0,2.0,73.0,True
,0.0,28.0,0.0,0.0,0.0,0.0,1.0,4.0,28.0,False
,0.0,29.0,0.0,0.0,0.0,0.0,2.0,2.0,29.0,False
,0.0,39.0,0.0,0.0,0.0,0.0,2.0,2.0,39.0,False
,0.0,42.0,0.0,0.0,0.0,0.0,2.0,5.0,42.0,True
,0.0,40.0,0.0,0.0,0.0,0.0,3.0,3.0,40.0,True
,0.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,23.0,True
,0.0,17.0,0.0,0.0,0.0,0.0,1.0,2.0,17.0,True
,0.0,47.0,0.0,0.0,0.0,0.0,1.0,2.0,47.0,False
,0.0,29.0,0.0,0.0,0.0,0.0,2.0,1.0,29.0,False
,0.0,62.0,0.0,0.0,0.0,0.0,2.0,4.0,62.0,True
,0.0,61.0,0.0,0.0,0.0,0.0,2.0,1.0,61.0,False
,0.0,19.0,0.0,0.0,0.0,0.0,1.0,1.0,19.0,True
,0.0,55.0,0.0,0.0,0.0,0.0,5.0,6.0,90.0,False
,0.0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,False
,0.0,33.0,0.0,0.0,0.0,0.0,1.0,3.0,33.0,True
,0.0,38.0,0.0,0.0,0.0,0.0,4.0,1.0,38.0,True
,0.0,60.0,0.0,0.0,0.0,0.0,3.0,2.0,60.0,False
,0.0,20.0,1.0,0.0,0.0,0.0,5.0,3.0,78.0,True
,0.0,81.0,0.0,0.0,0.0,0.0,3.0,5.0,81.0,False
,0.0,70.0,0.0,0.0,0.0,0.0,7.0,1.0,70.0,False
,0.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,True
,0.0,11.0,1.0,0.0,0.0,0.0,3.0,3.0,44.0,True
,0.0,61.0,0.0,0.0,0.0,0.0,2.0,1.0,61.0,True
,0.0,66.0,0.0,0.0,0.0,0.0,4.0,1.0,66.0,False
,0.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,31.0,False
,0.0,99.0,0.0,0.0,0.0,0.0,4.0,1.0,99.0,False
,0.0,54.0,0.0,0.0,0.0,0.0,4.0,2.0,69.0,False
,0.0,35.0,0.0,0.0,0.0,0.0,2.0,1.0,35.0,False
,0.0,42.0,0.0,0.0,0.0,0.0,2.0,2.0,42.0,False
